idx,smiles,y_true,vina_score,heavy,status
176,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(CC(F)(F)F)c2)N=C1N,7.522878599999999,-9.104,31,ok
177,COc1cccc(-c2cccc(C3(C)CSCC(=N)N3)c2)c1,5.6989698,-8.388,22,ok
178,COc1cccc(-c2cccc(C3(C)CCSC(=N)N3)c2)c1,5.6989698,-8.556,22,ok
179,COc1ccc2c(c1)C1(COC(=N)N1)c1cc(-c3ccc(Cl)cc3)ccc1O2,5.6946487,-10.137,28,ok
180,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,7.522878599999999,-8.99,26,ok
181,CC(NC(=O)c1cc(-c2noc(C(C)(N)Cc3ccccc3)n2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,5.6861329000000005,-10.164,39,ok
182,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC(F)F)c2)N=C1N,8.0,-8.031,30,ok
183,COc1ccc2c(c1)C1(COC(=N)N1)c1cc(-c3ccncc3Cl)ccc1O2,5.675717400000001,-9.27,28,ok
184,COc1ccc(N(c2cccc(C(=O)NC(Cc3ccccc3)C(O)CNC(C)C(=O)NC3CCCCC3)c2)S(C)(=O)=O)cc1,7.9586072,-10.375,45,ok
185,C[C@@]1(c2cccc(-c3cccnc3)c2)N=C(c2ccccc2)C(=N)N1,4.0,-9.869,25,ok
186,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,7.6575775,-8.761,26,ok
187,COc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,4.844664099999999,-8.859,26,ok
188,NC1=N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCCCN12,6.8860564,-7.354,36,ok
189,Nc1nc(C2(c3ccc(Cl)cc3)CCCC2)cs1,4.4202166,-7.252,18,ok
190,CCCc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.0457573,-8.299,27,ok
191,CCCCNC(=O)C(NC(=O)C(C)C[C@H](O)[C@@H]1CSC/C=C/CSCC(NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)N1)C(C)C,6.8068752,-6.582,45,ok
192,Cc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,7.09691,-9.046,27,ok
193,O=C(C1CNC[C@]12CCCc1ccccc12)N1CC[C@@H](c2ccccc2)C[C@H]1c1ccccc1,6.823908800000001,-9.557,34,ok
194,COCc1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNC1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2,7.769551299999999,-8.183,42,ok
195,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c4c(c3)C3(CCC(F)(F)CC3)CN4)[C@@H]2O)c1,6.853871799999999,-10.653,39,ok
196,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C(=O)CCCF)c2)N=C1N,7.09691,-8.22,30,ok
197,CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,7.6989698,-9.525,28,ok
198,CCCC(CCC)S(=O)(=O)CC(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,6.9507818,-8.033,47,ok
199,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc([C@H](F)CCCF)c2)N=C1N,7.09691,-8.097,30,ok
200,COc1cccc(CNC[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)c1,7.0457573,-10.627,43,ok
201,CC(C)Oc1cc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,7.0,-8.68,33,ok
203,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccnc4F)cc32)N=C1N,6.886056900000001,-8.976,26,ok
204,CC(NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,7.823908800000001,-10.745,43,ok
205,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,7.823908800000001,-9.922,41,ok
206,O=C(C1CNCC12CCCc1cc(Br)ccc12)N1CCC(c2ccccc2)CC1c1ccccc1,7.154902000000001,-9.746,35,ok
207,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(=N)N3)c2)c1,6.769551299999999,-8.992,27,ok
208,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,7.9586072,-9.59,44,ok
209,COCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c2cccnc21,7.1366773,-9.387,43,ok
210,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccs2)CCCCC1,4.522878599999999,-9.025,29,ok
211,CCCC(Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1,7.9586072,-9.545,33,ok
212,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@H]1F,6.3615108,-9.716,27,ok
213,COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(=N)N2)cc1C,7.920818799999999,-9.373,29,ok
214,N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.3767509,-8.546,32,ok
215,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(N)n2)cc1,6.769551299999999,-8.287,36,ok
216,CC(C)NC(=O)CCCn1c(N)nc2cc(Cl)ccc21,3.7144427,-6.905,20,ok
217,CCc1cnc2c(c1)C(NCC(O)C(Cc1ccccc1)NC(C)=O)CC1(CCC1)O2,7.0409584,-9.761,31,ok
218,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H](C(F)(F)F)[C@@H]1F,7.8860564,-10.345,31,ok
219,COc1ccccc1N(c1cccc(C(=O)NC(Cc2ccccc2)C(O)CNC(C)C(=O)NC2CCCCC2)c1)S(C)(=O)=O,6.8996296,-10.67,45,ok
220,C[C@@H](NC(=O)c1cc(C(=O)OC[C@@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,6.6989698,-9.239,39,ok
221,CC(NC(=O)c1cc(SCCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,4.0,-9.417,38,ok
222,N=C1NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CC2CCS1,4.3851027,-7.65,25,ok
223,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(=N)N1,7.0177288,-9.952,26,ok
224,CCCCN(CCCC)C(=O)n1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c2ccccc21,7.026872200000001,-9.199,44,ok
225,CCCCNC(=O)NCc1ccc(CN2C(=O)C(CCc3ccccc3)(CC(C)C)N=C2N)cc1,4.3010302000000005,-9.493,35,ok
226,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,6.853871799999999,-8.591,26,ok
227,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CC1,6.853871799999999,-9.582,31,ok
228,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C3CCOC3)c2)CCCCC1,7.055517200000001,-9.075,35,ok
229,CCC(CC(=O)NCc1ccccc1)n1c(N)nc2cc(Cl)ccc21,4.142667299999999,-9.097,25,ok
230,CCCCNC(=O)C(C)C[C@H](O)[C@H](CC(C)C)NC(=O)C(CCSC)NC(=O)C(CC(C)C)NC(C)=O,7.2757239,-7.549,37,ok
231,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(=N)N1,7.292399900000001,-10.186,26,ok
232,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OCC3(F)F)c2)nc1,7.309804,-10.048,29,ok
233,CC(C)Oc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1,4.2676063,-8.802,28,ok
234,O=C(C1CNCC1c1ccccc1Br)N1CCCCC1c1ccccc1,4.2441254,-8.003,26,ok
235,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cncnc4)cc32)N=C1N,7.318759,-9.636,25,ok
236,COC1CCC(NCC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,6.853871799999999,-9.057,36,ok
237,Cn1c(N)nc(C2CC2c2ccc(-c3ccco3)cc2)cc1=O,4.229147900000001,-8.999,23,ok
238,COc1ccc([C@]2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C,7.3979402,-9.042,29,ok
239,CCc1coc2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)CNCc3cccc(C(F)(F)F)c3)cc12,7.0604806,-10.524,43,ok
240,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCCC(=O)N1)CC1(CCC1)O2,7.443697500000001,-8.823,37,ok
241,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cncnc3)c2)N=C1N,7.154902000000001,-8.298,25,ok
242,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)CCCC(C)C)cc(N2CCCC2=O)c1,7.481485799999999,-9.127,39,ok
243,O=C(C1CNCC1c1ccccc1Br)N1CCOCC1c1ccccc1,4.3279023,-7.83,26,ok
244,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2nc(C(C)(C)C)co2)CC1,4.3677454,-9.42,30,ok
245,CC(NC(=O)c1cc(NCCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,4.0,-9.273,38,ok
246,CCCc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,6.8860564,-9.164,33,ok
247,COc1ccc2c(c1)C1(COC(=N)N1)c1cc(-c3cccc(Cl)c3)ccc1O2,6.8860564,-9.618,28,ok
248,Cc1cc2cc(c1)[C@@H](O)N[C@@H](c1ccccc1)C/C=C/COC[C@@H]([C@H](O)CNCc1cccc(C(C)C)c1)NC2=O,7.1079054,-8.258,41,ok
249,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cc(CC(C)(C)C)cs2)CCCCC1,6.882728599999999,-9.149,34,ok
250,N=C1NC2(c3cccc(-c4cncc(Cl)c4)c3)CCOCC2O1,4.3391347,-8.822,23,ok
251,CC(C)c1cccc(CNC[C@@H](O)[C@@H]2C[C@H](C)CCCCCCCCC(=O)N(C)C(C)C(=O)N2)c1,7.5686364,-6.914,35,ok
252,COC(COCc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,6.6197886,-10.337,52,ok
253,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CCCCC1,4.0809221,-8.52,24,ok
254,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OC[C@@H]3F)c2)nc1,7.1135092,-9.739,28,ok
255,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,7.09691,-8.584,27,ok
257,CCC(CC(=O)NC(COC(C)(C)C)C(=O)OC)n1c(N)nc2cc(Cl)ccc21,4.124939,-8.05,29,ok
258,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C2NC(C)(C)N(C)C2=O)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,7.1487417,-10.977,46,ok
259,CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cccnc3)c2)N=C1N,7.221849000000001,-8.786,26,ok
260,COc1ccc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,6.2006593,-8.703,30,ok
261,COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,6.4202166,-8.86,24,ok
262,CCC(CC(=O)NCCC1CCNC1)n1c(N)nc2cc(Cl)ccc21,3.5686362000000003,-7.706,25,ok
263,CS(=O)(=O)N(c1ccncc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(C(F)(F)F)c2)c1,6.677780599999999,-9.63,43,ok
264,CC(C)Oc1cccc(CN2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1,5.6197886,-8.586,32,ok
265,Cc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1NS(C)(=O)=O,4.6197886,-8.83,25,ok
266,CC(C)c1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,7.154902000000001,-8.823,29,ok
267,CCC[C@H]1C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)=CN(CC(=O)OC(C)C)C=C1C(=O)OC(C)(C)C,4.6090651,-8.243,41,ok
268,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N3CC(F)(F)CN=C32)cc1,7.0,-9.319,32,ok
269,CC1(C)CN2C(N)=N[C@](c3ccc(OC(F)(F)F)cc3)(c3cccc(-c4cccnc4F)c3)C2=N1,6.7212462,-9.53,35,ok
270,CN(C)CC(=O)Nc1ccc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc1F,7.2146702,-8.629,36,ok
271,CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(=N)N3)ccc2O)c1,7.2146702,-9.339,26,ok
272,COCC(Oc1cc(CC2CS(=O)CC(NCc3cccc(OC(F)(F)F)c3)C2O)cc(F)c1N)C(F)(F)F,6.673664100000001,-8.63,39,ok
273,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCF)c2)N=C1N,6.920818799999999,-7.874,29,ok
274,CCCCCS(=O)(=O)CC(NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,8.6989698,-8.928,45,ok
275,CC(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C2CCC[C@H](C(C)(C)N3CCCCC3=O)C2)c1,8.6020603,-10.301,41,ok
276,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N3CCCN=C32)cc1,7.154902000000001,-9.646,31,ok
277,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC(C)(C)c1cccc(C(C)(C)C)c1,6.6989698,-9.788,31,ok
278,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC(F)(F)F)c2)N=C1N,6.6989698,-8.15,31,ok
279,C=C(C)c1cccc(C2(NCC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,7.0,-10.259,33,ok
280,CCCOc1cccc(CN2CCC3(CNS(=O)(=O)N3c3cccc(F)c3)CC2C)c1,4.6363878,-8.525,31,ok
281,CC1(c2cc(NC(=O)c3ncc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F,7.1739254,-10.125,27,ok
282,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1ccccn1,3.3705904,-8.37,24,ok
283,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2NCN(Cc3ccccc3)C2=O)c1,8.3010302,-9.939,44,ok
284,CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)CCO3)N=C1N,6.920818799999999,-9.396,29,ok
285,CCC(CC(=O)NCc1cccc(F)c1)n1c(N)nc2cc(Cl)ccc21,3.4685211,-9.099,26,ok
286,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,8.3979397,-9.976,38,ok
287,CC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.3010302,-10.683,35,ok
288,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCC)CCN2)c1,8.1549015,-9.747,40,ok
289,CC(C)CC(CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,3.6090648,-7.075,23,ok
290,O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H](NCc2cccc(C3CC3)c2)C1,6.0222764,-9.611,29,ok
291,N=C1NC2(c3cccc(NC(=O)c4ccccn4)c3)CCCCC2O1,3.6989701,-9.541,25,ok
292,COC(=O)NC1CCC(NCC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,6.6197886,-9.26,39,ok
293,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccccc4Cl)n3CC(=O)N=C(N)N)cc2)cc1,6.154902,-9.609,35,ok
294,N=C1NC2(c3cccc(NC(=O)c4ccc(F)cn4)c3)CCOCC2O1,4.5638375,-9.607,26,ok
295,CCCCC1CCN(C(C)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(O)CN2)C1=O,7.0177288,-8.977,33,ok
296,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C(F)F)c2)CC1,6.6382723,-9.818,33,ok
297,CCC[C@@H]1C(C(C)=O)=C(C)N(CC(=O)OC(C)C)C(C)=C1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNc1cccc(F)c1,4.5670309,-9.066,43,ok
298,COc1cncc(-c2cccc(CNc3cccnc3N)c2)c1,4.3979402,-8.141,23,ok
299,COc1cccc([C@@]2(c3ccccc3)N=C(N)N3CCCN=C32)c1,4.6925039,-7.904,24,ok
300,CC(C)(C)c1cccc(CN[C@H]2CS(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,8.6989698,-10.138,39,ok
301,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,6.9546771,-10.077,47,ok
302,CC1(C)Cc2ccccc2C(=NC(Cc2ccccc2)C(=O)O)N1,4.5654311,-8.953,24,ok
